mjd	dtmin	re	ure	im	uim	abs	uabs	nsamp
57771.517664166655	0.0	1.5339955203569868	0.1799432154670028	0.07263052636777226	0.18372830865694348	1.5357139869896876	0.17995177061999482	6930
57771.51768731481	0.033333341125398874	1.9236867427276505	0.149330477586411	-0.03730613811434719	0.15015210905881368	1.9240484484770972	0.14933078732714422	9850
57771.51771046296	0.06666668225079775	1.9266740115850054	0.14924470365032003	-0.3201503100507643	0.15036303930299696	1.9530921555171579	0.1492748625007703	9850
57771.517733611116	0.10000002337619662	2.1397329169854333	0.15026351605116287	-0.03605011251780605	0.1500018423568185	2.1400365806788297	0.15026344185990811	9850
57771.51775675925	0.1333333330694586	2.0210672126720293	0.14992793539319857	0.03050108953533068	0.14924090482064734	2.0212973543248722	0.14992777931207515	9850
57771.5177799074	0.16666667419485748	1.6766288606015118	0.15074870712075836	-0.1548454314331333	0.14977858964005156	1.6837640701231384	0.1507405286753066	9850
57771.517803055554	0.20000001532025635	1.8474213267366006	0.15079227887331445	-0.22874299359926495	0.15005304927334295	1.8615286502232447	0.1507811439890737	9850
57771.517826203715	0.2333333669230342	1.7027220429367664	0.1504175869831101	-0.0484691529315254	0.15181193184081987	1.7034117571182414	0.15041872112765325	9850
57771.51784935184	0.2666666661389172	1.850816561290621	0.1508960487644201	0.009867122067850885	0.15021608114189797	1.850842863034445	0.15089602948248781	9850
57771.5178725	0.30000001774169505	1.8470062786202244	0.14960474744717575	-0.2006263121398198	0.1518642535083385	1.8578705849400152	0.14963129271651152	9850
57771.51789564813	0.333333327434957	2.0431300003682833	0.15104958267421456	-0.006306004936764431	0.1493384506687218	2.0431397319085067	0.15104956646622628	9850
57771.51791879631	0.3666666999924928	1.733741252264075	0.14972087135098272	-0.12536614262049886	0.15138664133691754	1.7382679308776727	0.14972958376965576	9850
57771.51794194443	0.3999999992083758	1.714903799578304	0.14934068022047553	0.06235523952045761	0.15262747240862687	1.7160370676951466	0.14934506766322053	9850
57771.51796509259	0.43333335081115365	2.0652402727249926	0.1511449216263934	0.05539135469963199	0.1507658603538372	2.065982958850499	0.15114464948451475	9850
57771.517988240725	0.46666666050441563	1.9676987350421156	0.14901372022773915	-0.14359995122813893	0.15070938876292483	1.9729316404475512	0.1490227541486123	9850
57771.5180113889	0.5000000330619514	1.7825820887968629	0.15141076674327494	-0.036469435437896734	0.1490239582602734	1.7829551096481777	0.1514097760034285	9850
57771.518034537025	0.5333333322778344	1.9606248094091128	0.15037756436397612	-0.1139046676327405	0.15113888878728862	1.9639307311051082	0.15038013177108253	9850
57771.518057685185	0.5666666838806123	1.776276229513084	0.14918603352386756	0.08248186123561872	0.15054721081485328	1.7781902319397973	0.14918897555746985	9850
57771.51808083332	0.5999999935738742	1.8588595793061586	0.14972866346959704	-0.14055685501409232	0.14923763455008301	1.864166077652343	0.1497258764933729	9850
57771.51810398149	0.63333336613141	1.7693941806260034	0.14856822509875497	0.0587427386378903	0.14999744241849344	1.7703690224853816	0.1485698062036059	9850
57771.518127129624	0.666666675824672	2.030938365991551	0.14963712668854046	0.14188563408185564	0.152244971226011	2.0358885479355795	0.14964990283887855	9850
57771.51815027778	0.7000000169500709	2.0350953991022998	0.14768419103710081	-0.1874773632426856	0.15035798353373422	2.0437125642261385	0.14770689313983565	9850
57771.51817342591	0.7333333266433328	1.8784822023927978	0.14824333366274262	0.00028059964518075976	0.15078278800835695	1.8784822233501857	0.1482433337198911	9850
57771.518196574085	0.7666666992008686	2.178288216049431	0.15315087788133172	0.10368111991753555	0.15072879987102294	2.1807543022557967	0.15314544620500423	9850
57771.51821972222	0.8000000088941306	2.239285422239895	0.15053444698096538	-0.10683714045266289	0.150580155878434	2.241832593401257	0.15053455080662034	9850
57771.51824287037	0.8333333500195295	1.9633285917463705	0.15081168807041148	0.05618306116377086	0.15089125746154916	1.9641323009233667	0.1508117531927242	9850
57771.5182660185	0.8666666597127914	1.8516883506979285	0.14885482118902701	-0.010523369620591826	0.15019610155970223	1.851718253249826	0.1488548647032853	9850
57771.51828916668	0.9000000322703272	1.9394522892693342	0.15033081845339213	0.08257639490116309	0.1507200981823411	1.9412094279976424	0.15033152377917589	9850
57771.51831231481	0.9333333419635892	1.5674112007471634	0.15302930562362388	-0.11465368670455492	0.15157275825501915	1.5715989755986133	0.15302159026045448	9850
57771.51833546296	0.9666666830889881	1.830400211280894	0.15087924942288627	-0.0744346848910852	0.15107895066442814	1.831913059010164	0.15087957934285212	9850
57771.518358611094	0.99999999278225	1.9647696488744384	0.15138968437028794	0.01481749956914426	0.15121255633036046	1.9648255218801656	0.1513896743024769	9850
57771.51838175927	1.0333333653397858	1.7632551442351518	0.14813871525487946	-0.03893933373329269	0.15108978720180594	1.76368505561036	0.14814016809230965	9850
57771.5184049074	1.0666666750330478	1.9963935801209765	0.1495385349765828	-0.10959872908297494	0.1498353255279374	1.999399711954779	0.14953942764736564	9850
57771.518428055555	1.1000000161584467	1.8175976390956332	0.1490201708884721	0.05484507970002935	0.1520124394395441	1.8184249119535627	0.14902292017277607	9850
57771.51845120369	1.1333333258517087	1.828895117198512	0.14812380387115445	-0.06655011418943119	0.1504940699035147	1.8301055345009984	0.1481269632284917	9850
57771.51847435186	1.1666666984092444	1.8643363691635495	0.14895657784873376	0.04340522442411642	0.15122271397537232	1.8648415779613114	0.14895781486486465	9850
